,text,Username,Timestamp,lenght,location,device,RT,Reply
117,"#CyberSecurity #Hacker [Penetration Testing with Raspberry Pi] 🐦 https://t.co/Tn1T3DkVWi 📢📣🔔 https://t.co/DOXvM71DAw Construct a hacking arsenal for penetration testers or hacking enthusiasts using Kali Linux on a Raspberry Pi
About This BookLearn how to ...",CyberDomain,Thu Dec 19 06:48:43 +0000 2019,258,Cyber Domain,-,False,
118,"Hacking. Trading. Bank of Enland. Hedge Funds.

#trading #data #security #bankofengland  #cyber #hacking https://t.co/eqcVILAuFP",sw585,Thu Dec 19 06:48:54 +0000 2019,128,"London, England",-,False,
119,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",Afghanflava,Thu Dec 19 06:48:58 +0000 2019,140,"Virginia, USA",iPhone,True,
120,"RT @UE_UpperEchelon: Holy shit... players in Fallout 76 are now hacking in, spawning Fallout 4 assets that are contained within the engine,…",psystanaccount,Thu Dec 19 06:48:59 +0000 2019,140,,iPhone,True,
121,"RT @HackNewsCo: Google Chrome 79 Update Has A Bug That Deletes Android App Data
#appdata #bug #chrome79 #deleteddata #google #localstorage…",hatodu_fund,Thu Dec 19 06:49:07 +0000 2019,139,,Mobile device,True,
122,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",joejos19,Thu Dec 19 06:49:13 +0000 2019,140,,iPhone,True,
123,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",Bendigo_Shafter,Thu Dec 19 06:49:30 +0000 2019,102,,iPhone,True,
124,RT @ZDNet: Member of 'The Dark Overlord' hacking group extradited to the US https://t.co/6bhzfUi9Of,OpenRoot1,Thu Dec 19 06:49:34 +0000 2019,99,,iPhone,True,
125,@jdizzlestewart @piersmorgan @stormzy Shut up you phone hacking bitch,Mikael89061427,Thu Dec 19 06:49:36 +0000 2019,69,"South West, England",iPhone,False,jdizzlestewart
126,"@TheAnaSan @EeveeA_ @TwinkGenjiOW If sombra were well balanced,  she'd be fine.  However, hacking through walls, the low cooldown, the Jupiter sized empty, etc. make it not okay.",Knightmare87112,Thu Dec 19 06:49:40 +0000 2019,178,,Android,False,TheAnaSan
127,That...wow.,azuramariposa,Thu Dec 19 06:50:01 +0000 2019,11,"Here, there and everynowhere",Mobile device,False,
128,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",bigalbulescu,Thu Dec 19 06:50:03 +0000 2019,140,Bucharest/ London,Mobile device,True,
129,"RT @USCyberMag: 4.1 billion records were exposed within the first six months of 2019. This is a 52% rise from same period in 2018.

https:/…",Retweet49751068,Thu Dec 19 06:50:10 +0000 2019,140,,-,True,
130,Operation Wocao: Shining a light on one of China’s hidden hacking groups (APT20) https://t.co/2EfHWJMU8D,hardreboot,Thu Dec 19 06:50:11 +0000 2019,104,,-,False,
131,"RT @TheJusticeDept: Member of ""The Dark Overlord"" Hacking Group Extradited From United Kingdom to Face Charges in St. Louis https://t.co/La…",Fave555,Thu Dec 19 06:50:28 +0000 2019,140,,iPhone,True,
132,RT @jess_mc: Ah yes. I remember the meetings at Hillary HQ where we laid out our strategy to lose the election and cause enough of a consti…,MicheleJeanson1,Thu Dec 19 06:50:29 +0000 2019,140,"New Orleans, LA",Android,True,
133,RT @BadTTRPGs: I'm hacking Masks to be about posting online https://t.co/VMUlhSBN6j,thesexiestbuby,Thu Dec 19 06:50:47 +0000 2019,83,,iPhone,True,
134,"RT @jawja100: Congress peels back secrecy to review Trump hacking policy

LAWMAKERS WON THE RIGHT TO REVIEW THE ADMINISTRATION'S OFFENSIVE…",didikins4life,Thu Dec 19 06:50:53 +0000 2019,139,Ann Arbor MI,iPhone,True,
135,"RT @RURALINDIA: Sadly, @smittal_ips has no idea, what's hacking, partial hacking, anti-nationals, registering a complaint etc etc.

Only th…",TejasGadiya,Thu Dec 19 06:50:55 +0000 2019,140,"Pune, India",iPhone,True,
136,"Unknown Hacking Group Launching Custom Malware “Dudell” via Weaponized Microsoft Excel Documents

https://t.co/PzrR4h3uI6 https://t.co/HgYvda9Yev",gbhackers_news,Thu Dec 19 06:51:10 +0000 2019,145,India,Mobile device,False,
137,"RT @TheJusticeDept: Member of ""The Dark Overlord"" Hacking Group Extradited From United Kingdom to Face Charges in St. Louis https://t.co/La…",WadeScroggi,Thu Dec 19 06:51:22 +0000 2019,140,"San Antonio, TX",Android,True,
138,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",lilredandy,Thu Dec 19 06:51:28 +0000 2019,102,"Melbourne, Victoria",iPhone,True,
139,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",JoanFCass,Thu Dec 19 06:51:33 +0000 2019,140,"Toronto, Ontario",iPhone,True,
140,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,K4bergen,Thu Dec 19 06:51:35 +0000 2019,132,,Android,True,
141,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,sannemaasakkers,Thu Dec 19 06:51:42 +0000 2019,132,Den Haag,iPhone,True,
142,RT @Veracode: Election security advocates have filed a lawsuit against the state of Pennsylvania over the use of potentially vulnerable vot…,townlecat,Thu Dec 19 06:51:48 +0000 2019,140,,iPhone,True,
143,"RT @UE_UpperEchelon: Holy shit... players in Fallout 76 are now hacking in, spawning Fallout 4 assets that are contained within the engine,…",MPtrck42,Thu Dec 19 06:52:00 +0000 2019,140,,Mobile device,True,
144,Operation Wocao : Shining a light on one of China’s hidden hacking groups https://t.co/yCZs6wmpF0,icsdefense,Thu Dec 19 06:52:01 +0000 2019,97,Groningen (NL),iPhone,False,
145,RT @CyberDomain: #CyberSecurity #Hacker [The Basics of Web Hacking: Tools and Techniques to Attack the Web] 🐦 https://t.co/ECpC34eOZO 📢📣🔔 h…,muraino,Thu Dec 19 06:52:14 +0000 2019,140,Right in your keyboard,Android,True,
146,"@smittal_ips Sir, which research in ""Cyber security"" of which you claim to be a student,  tells us that hacking can be ""partial""🤔🤔 Please show us that book, page, research paper so that we can also educate ourselves. Same argument which you threw at @Javedakhtarjadu a day back 🙏🤦",nishantpant_in,Thu Dec 19 06:52:15 +0000 2019,280,Gurgaon,Android,False,smittal_ips
147,I knew it!!,RealMattHopkins,Thu Dec 19 06:52:15 +0000 2019,11,"Saskatchewan, Canada",Android,False,
148,RT @Chris_1791: The Cybersecurity 202: Congress peels back secrecy to review Trump hacking policy https://t.co/8kqbMqdSgA via @washingtonpo…,townlecat,Thu Dec 19 06:52:29 +0000 2019,140,,iPhone,True,
149,"Sudan's spy and hacking group of international mercenaries and counterfeiters in US immigration papers
lies, deception and duality and implementation of the Sudanese intelligence agenda",cyberspieswatch,Thu Dec 19 06:52:32 +0000 2019,185,"Edmonton,Canada",Mobile device,False,cyberspieswatch
150,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",dracil,Thu Dec 19 06:52:39 +0000 2019,140,,Android,True,
151,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",ShervoMate,Thu Dec 19 06:52:41 +0000 2019,140,"Sydney, New South Wales",iPhone,True,
152,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",PsychFlorida,Thu Dec 19 06:53:16 +0000 2019,140,"Sarasota, FL",iPhone,True,
153,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,m4tt_lewis,Thu Dec 19 06:53:46 +0000 2019,132,Planet Earth,iPhone,True,
154,RT @speechwoman: 📢📢📢📢𝕊ℍ𝕆𝕌𝕋𝕀ℕ𝔾 (𝔸ℕ𝔻 THAT 𝔻𝕆𝔼𝕊 ℕ𝕆𝕋 ℍ𝔸ℙℙ𝔼ℕ 𝕆𝔽𝕋𝔼ℕ) 𝕋𝕆 𝔸𝕃𝕃 𝕄𝕐 𝔽𝕆𝕃𝕃𝕆𝕎𝔼ℝ𝕊. 𝙳𝙾 𝚈𝙾𝚄𝚁 𝚂𝙴𝙻𝙵 𝙰 𝙵𝙰𝚅𝙾𝚄𝚁 / 𝙵𝙰𝚅𝙾𝚁 AND 𝔽𝕆𝕃𝕃𝕆𝕎 ℕ𝕀𝕂𝕂𝕀 𝔹𝕆𝕋𝕋𝕀ℕ𝔾…,deevybee,Thu Dec 19 06:53:47 +0000 2019,139,Oxford,iPad,True,
155,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",tanyafretz,Thu Dec 19 06:53:54 +0000 2019,140,Aotearoa New Zealand,Mobile device,True,
156,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",ilovaussiesheps,Thu Dec 19 06:53:58 +0000 2019,102,West Michigan,iPad,True,
157,"‘The hackers would place keylogger software on system administrators’ computers, which record keystrokes and can reveal passwords. (..) compromise a RSA SecurID two-factor authentication system, replicating its codes, which are designed to thwart hackers’ https://t.co/4LWUyJCEjI",moltke,Thu Dec 19 06:54:01 +0000 2019,279,"Copenhagen, Denmark",iPhone,False,
158,"@TheJusticeDept beginning in 2016, Wyatt was a member of The Dark Overlord, a hacking group that was responsible for remotely accessing the computer networks of multiple U.S. companies without authorization,",RachaelAngelM,Thu Dec 19 06:54:04 +0000 2019,207,"Wisconsin, USA",Android,False,TheJusticeDept
159,"RT @jfruh: ROBBY MOOK [visibly sweating]: secretary clinton, these numbers look really bad. we need to set up some on-the-ground events for…",notsadhorsegirl,Thu Dec 19 06:54:24 +0000 2019,140,a theater near you,Android,True,
160,@piersmorgan Says phone hacking dickhead.,MartyestMarty,Thu Dec 19 06:54:30 +0000 2019,41,"Kent, UK",Android,False,piersmorgan
161,"RT @MuellerSheWrote: When we joked about this, we were unwittingly not joking. https://t.co/5QUIvW29AY",txtbkEnigma,Thu Dec 19 06:54:43 +0000 2019,102,Southern California,Android,True,
162,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",Donaldearl,Thu Dec 19 06:54:45 +0000 2019,140,Accra/London/Brisbane,Android,True,
163,RT @jess_mc: Ah yes. I remember the meetings at Hillary HQ where we laid out our strategy to lose the election and cause enough of a consti…,joyncassie,Thu Dec 19 06:54:49 +0000 2019,140,,iPad,True,
164,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",StocksAllUp,Thu Dec 19 06:54:57 +0000 2019,140,,iPhone,True,
165,A Chinese hacking group thought to be dormant has been quietly targeting global companies for the last two years https://t.co/9OPRR3fIk2 via @technology,cryptoron,Thu Dec 19 06:55:07 +0000 2019,152,"The Hague, The Netherlands",Android,False,
166,@smittal_ips What's partially hacked and what did the hackers did after partially hacking ? Please elaborate and educate us.,mes08350956,Thu Dec 19 06:55:16 +0000 2019,124,,Android,False,smittal_ips
167,"This guy's hacking, sirfetch'd CANT use meteor assault at level 64 https://t.co/k6fcaRDaUN",bokunodurian,Thu Dec 19 06:55:39 +0000 2019,90,,-,False,
168,RT @RogerLarson1970: congratulations @jjabrams you are now on a par with @rianjohnson in terms of hacking a multi-billion dollar saga to bi…,ATriggeredPorg,Thu Dec 19 06:55:53 +0000 2019,140,Hell,Android,True,
169,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",monnatera,Thu Dec 19 06:56:11 +0000 2019,140,,Web,True,
170,"@mcewen_taryn @SteveMcRae_ Yep. But she claims it was because of hacking. 🙄
Leslie just wants a mental health break. But we know Katie likes to make fun of mental health.",herrin_carly,Thu Dec 19 06:56:32 +0000 2019,170,,Mobile device,False,mcewen_taryn
171,"RT @tretton37: Our very own Martin Stewart has released his new game ""Circuit Breaker"" - A ""realistic hacking simulator"" where the main obj…",BehnamYoussefi,Thu Dec 19 06:56:37 +0000 2019,140,"Stockholm, Sweden",iPhone,True,
172,"@BJP4TamilNadu @narendramodi @AmitShah @JPNadda @PonnaarrBJP @VanathiBJP @KTRaghavanBJP @HRajaBJP @BJP4India @narendramodi @PMOIndia mailed to al @nsitharamanoffc NATIONAL SECURITY ISSUE. ADITYA PURI @HDFC_Bank Chairman doing illegal busines thefting money hacking mail, Kidnapping customer with rowdys.I have al proof. But y all afraid to take action on ADITYA PURI @BBCWorld @TimesNow https://t.co/TwwbQ4Rk7L",Venkata64035530,Thu Dec 19 06:56:54 +0000 2019,410,"Tamil Nadu, India",Android,False,BJP4TamilNadu
173,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",renia2009,Thu Dec 19 06:56:57 +0000 2019,140,,Android,True,
174,"Advanced SQL Injection and Data Store Attacks is an ebook based on our online course. Now you can download free preview and the content inside! https://t.co/fE8e7NyK3o

#infosec #hacking #hackers #Pentesting #programming #pentest #opensource #CyberSecurity",Hakin9,Thu Dec 19 06:57:00 +0000 2019,256,Poland,-,False,
175,"RT @Mikel_Jollett: The White House believes that Hillary Clinton lost the election on purpose, just so Democrats could impeach Trump.

I ca…",SlayerBVC,Thu Dec 19 06:57:00 +0000 2019,140,Philadelphia suburbs,Mobile device,True,
176,Our Dutch team have released their analysis on #APT20,NCCGroupInfosec,Thu Dec 19 06:57:02 +0000 2019,53,"Manchester, England",-,False,
177,Operation Wocao: Shining a light on one of China’s hidden hacking groups (APT20) via /r/netsec https://t.co/kcGK595nBP,VulnFeeds,Thu Dec 19 06:57:15 +0000 2019,118,,-,False,
178,RT @NCCGroupInfosec: Our Dutch team have released their analysis on #APT20 https://t.co/Y64ygxqv85,TimAnders0n,Thu Dec 19 06:57:19 +0000 2019,98,London,iPhone,True,
179,RT @Nepotism45: @realDonaldTrump @EddieRispone Don't you think that Trump (with the help of Cambridge Analytica) has done the same to many…,THEONLYMKFL,Thu Dec 19 06:57:23 +0000 2019,139,United States,Mobile device,True,
180,"@BJP4TamilNadu @narendramodi @AmitShah @JPNadda @PonnaarrBJP @VanathiBJP @KTRaghavanBJP @HRajaBJP @BJP4India @narendramodi @PMOIndia mailed to al @nsitharamanoffc NATIONAL SECURITY ISSUE. ADITYA PURI @HDFC_Bank Chairman doing illegal busines thefting money hacking mail, Kidnapping customer with rowdys.I have al proof. But y all afraid to take action on ADITYA PURI @BBCWorld @TimesNow https://t.co/PvkES3rSgH",Venkata64035530,Thu Dec 19 06:57:25 +0000 2019,410,"Tamil Nadu, India",Android,False,BJP4TamilNadu
181,"RT @gomez_mariscal: Our work to face the limitations associated with the p-value is already available: 

Confronting p-hacking: addressing…",manorlaboratory,Thu Dec 19 06:57:25 +0000 2019,139,"La Jolla, San Diego",iPhone,True,
182,"I’ll tell you what isn’t cool, hacking dead peoples phones isn’t cool..that is the scum of the earth!!",AlexFoulkes7,Thu Dec 19 06:57:37 +0000 2019,102,G.S,iPhone,False,
183,"@BJP4TamilNadu @narendramodi @AmitShah @JPNadda @PonnaarrBJP @VanathiBJP @KTRaghavanBJP @HRajaBJP @BJP4India @narendramodi @PMOIndia mailed to al @nsitharamanoffc NATIONAL SECURITY ISSUE. ADITYA PURI @HDFC_Bank Chairman doing illegal busines thefting money hacking mail, Kidnapping customer with rowdys.I have al proof. But y all afraid to take action on ADITYA PURI @BBCWorld @TimesNow https://t.co/uYKgJUd6bw",Venkata64035530,Thu Dec 19 06:57:45 +0000 2019,410,"Tamil Nadu, India",Android,False,BJP4TamilNadu
184,RT @foxit: Operation Wocao: shining a light on one of China's hidden hacking groups. https://t.co/xEY38US0HR https://t.co/39D7gEaUNf,gN3mes1s,Thu Dec 19 06:57:54 +0000 2019,132,Italy ~ Naples ~ Amsterdam,Mobile device,True,
185,"RT @Hakin9: RTTM - Real Time Threat Monitoring Tool V2.0 https://t.co/JVQK5NtP2c 

#infosec #hacking #hackers #Pentesting #programming #pen…",challiewaziri,Thu Dec 19 06:57:55 +0000 2019,140,,Android,True,
186,RT @CallistoSupport: #SmartContracts must be audited before deployment to ensure they are programmed 100% accurately to withstand years of…,mloloklo,Thu Dec 19 06:58:00 +0000 2019,139,"Albacete, España",Android,True,
187,"@BJP4TamilNadu @narendramodi @AmitShah @JPNadda @PonnaarrBJP @VanathiBJP @KTRaghavanBJP @HRajaBJP @BJP4India @narendramodi @PMOIndia mailed to al @nsitharamanoffc NATIONAL SECURITY ISSUE. ADITYA PURI @HDFC_Bank Chairman doing illegal busines thefting money hacking mail, Kidnapping customer with rowdys.I have al proof. But y all afraid to take action on ADITYA PURI @BBCWorld @TimesNow https://t.co/w4elJoP6VF",Venkata64035530,Thu Dec 19 06:58:04 +0000 2019,410,"Tamil Nadu, India",Android,False,BJP4TamilNadu
188,RT @SharedSec: Attackers Terrify Homeowners After Hacking Ring Devices #passwords #privacy #cybersecurity https://t.co/PSw3sO8cEX https://t…,cybersec_feeds,Thu Dec 19 06:58:08 +0000 2019,140,Internet,-,True,
189,"RT @BrianKarem: Not from the Onion but from a WH source - ""Hillary Clinton purposely lost the election with the aid of Russian hacking so t…",CBacon4real,Thu Dec 19 06:58:17 +0000 2019,140,The Moon ,Android,True,
190,"RT @DancesWithLeos: “Do you hear that? That’s the sound of ME, hacking into YOUR accounts and really finding out some of your TEA.” -@joann…",favpics1,Thu Dec 19 06:58:18 +0000 2019,140,,iPhone,True,
